UnitCode,ParkName,Date,Comments,Year,MonthName,MonthNumber,Prompt,WordCount,TokenCount,CharacterCount,Output
COWP,Cowpens NB,2007-06-01,Numbers for June were up. Our Independence Day Celebration was held on June 30 this year. In previous years it has been in July.,2007,June,6,"Comment for June:
Numbers for June were up. Our Independence Day Celebration was held on June 30 this year. In previous years it has been in July.",27,32,146,June: No Closures.
COWP,Cowpens NB,2015-12-01,"It was an unseasonably warm December, so we had a lot of recreational park users. We also had some periods of heavy rain, especially at the end of the month.",2015,December,12,"Comment for December:
It was an unseasonably warm December, so we had a lot of recreational park users. We also had some periods of heavy rain, especially at the end of the month.",33,40,179,December: No Closures.
COWP,Cowpens NB,2015-02-01,"Park closed Monday, February 16 for holiday. Park closed due to snow and ice on Tuesday, February 17 and Thursday, February 26. Park opened late on Friday, February 27.",2015,February,2,"Comment for February:
Park closed Monday, February 16 for holiday. Park closed due to snow and ice on Tuesday, February 17 and Thursday, February 26. Park opened late on Friday, February 27.",32,44,190,"February: The park was closed on February 16 for a holiday and on February 17 and 26 due to snow and ice, with a late opening on February 27."
COWP,Cowpens NB,2015-01-01,"Race for the Grasshopper & Anniversary event were extremely well- attended, especially due to the mild temperatures the area has experienced this winter.  Closed on January 19, 2015 in observance of MLK Day.",2015,January,1,"Comment for January:
Race for the Grasshopper & Anniversary event were extremely well- attended, especially due to the mild temperatures the area has experienced this winter.  Closed on January 19, 2015 in observance of MLK Day.",36,50,228,"January: Race for the Grasshopper & Anniversary event were well-attended. The park was closed on January 19, 2015 for MLK Day."
COWP,Cowpens NB,2015-04-01,Trailhead Parking Lot traffic counter inop. The estimated figure came from averaging the number for Trailhead lot for April over the last 5 years.   Junior Ranger Day was April 25 and an encampment was help April 25-26.,2015,April,4,"Comment for April:
Trailhead Parking Lot traffic counter inop. The estimated figure came from averaging the number for Trailhead lot for April over the last 5 years.   Junior Ranger Day was April 25 and an encampment was help April 25-26.",40,55,238,April: No Closures.
COWP,Cowpens NB,2015-05-01,"Traffic counter @ Trailhead Parking still inop. We received a loaner counter from KIMO on 5/11, so we had a working counter for 2/3 of the month. The total for 2/3 of the month was 2995. A little algebra to figure out 2995 is 2/3 of what number gives us 4492.5 for the total for the month.  Equation: 2995=2/3X  Also, had more school groups visiting than same month last year.",2015,May,5,"Comment for May:
Traffic counter @ Trailhead Parking still inop. We received a loaner counter from KIMO on 5/11, so we had a working counter for 2/3 of the month. The total for 2/3 of the month was 2995. A little algebra to figure out 2995 is 2/3 of what number gives us 4492.5 for the total for the month.  Equation: 2995=2/3X  Also, had more school groups visiting than same month last year.",73,115,393,May: No Closures.
COWP,Cowpens NB,2015-08-01,"Main gate traffic counter has not been working since August 14. To estimate the main gate number, I compared the number of visitors in the VC from August last year to this year. There were 446 more visitors in the VC this year. I divided that number by the 2.8 persons per car multiplier to get 160. I added the 160 to the main gate number from August last year, which gave the number of 5116 that I used for this report. This is not a perfect system, as many visitors use the park solely for recreation and the only way we get them counted is through the main gate number. Therefore, those users are unable to be counted for the 2nd half of August 2015.",2015,August,8,"Comment for August:
Main gate traffic counter has not been working since August 14. To estimate the main gate number, I compared the number of visitors in the VC from August last year to this year. There were 446 more visitors in the VC this year. I divided that number by the 2.8 persons per car multiplier to get 160. I added the 160 to the main gate number from August last year, which gave the number of 5116 that I used for this report. This is not a perfect system, as many visitors use the park solely for recreation and the only way we get them counted is through the main gate number. Therefore, those users are unable to be counted for the 2nd half of August 2015.",129,154,674,"August: Main gate traffic counter has been out of service since August 14, leading to an estimate of 5116 visitors based on last year's data and VC numbers."
COWP,Cowpens NB,2015-09-01,"Had some traffic counter issues this month. Main Gate traffic counter was inop until it was replaced on September 12. I guesstimated the numbers for each day by looking at last year's numbers and chose days with equivalent visitor center visitation and equivalent weather.  The Trailhead traffic counter was also replaced with a new one on September 12, but it quit working after one week. Again, I guesstimated numbers for each day based on visitor center visitation and weather. Since many Trailhead users are recreational, I also made sure to look at whether the day was weekend or week day.   Beginning on September 23 through the end of the month, we also had a lot of rain which affected visitation.   Not a perfect estimation, but it was as good as I could do given the circumstances.",2015,September,9,"Comment for September:
Had some traffic counter issues this month. Main Gate traffic counter was inop until it was replaced on September 12. I guesstimated the numbers for each day by looking at last year's numbers and chose days with equivalent visitor center visitation and equivalent weather.  The Trailhead traffic counter was also replaced with a new one on September 12, but it quit working after one week. Again, I guesstimated numbers for each day based on visitor center visitation and weather. Since many Trailhead users are recreational, I also made sure to look at whether the day was weekend or week day.   Beginning on September 23 through the end of the month, we also had a lot of rain which affected visitation.   Not a perfect estimation, but it was as good as I could do given the circumstances.",139,172,814,September: No Closures.
COWP,Cowpens NB,2015-10-01,"1. Main gate counter only operated until October 15, so I used the 5-year average number on the Estimation Tool page. 2. Trailhead gate counter was inoperable the entire month, so I used the 5-year average number on the Estimation Tool page. 3. All numbers that use the main gate number and/ or trailhead number as a part of the calculation were given the 5-year average from the Estimation Tool page. 4. Park was closed on the weekend of October 3 & 4 due to water main breakage within the park. 5. Education Day was on October 6 which brought 535 school kids into the park. 6. ""Night Before Kings Mountain,"" an outside drama event was held in the evening of October 6 and brought an additional 135 visitors into the park that day. 7. There was a lot of rain this month which affected visitation.",2015,October,10,"Comment for October:
1. Main gate counter only operated until October 15, so I used the 5-year average number on the Estimation Tool page. 2. Trailhead gate counter was inoperable the entire month, so I used the 5-year average number on the Estimation Tool page. 3. All numbers that use the main gate number and/ or trailhead number as a part of the calculation were given the 5-year average from the Estimation Tool page. 4. Park was closed on the weekend of October 3 & 4 due to water main breakage within the park. 5. Education Day was on October 6 which brought 535 school kids into the park. 6. ""Night Before Kings Mountain,"" an outside drama event was held in the evening of October 6 and brought an additional 135 visitors into the park that day. 7. There was a lot of rain this month which affected visitation.",149,197,818,"October: Main gate counter and trailhead gate counter were inoperable the entire month, leading to the use of 5-year average numbers. The park was closed on the weekend of October 3 & 4 due to a water main breakage."
SARI,Salt River Bay NHP & Ecological Pres,2015-11-01,1. No data from Caribbean Sea Kayak Tour,2015,November,11,"Comment for November:
1. No data from Caribbean Sea Kayak Tour",11,14,62,November: Caribbean Sea Kayak Tour closed.
SARI,Salt River Bay NHP & Ecological Pres,2024-02-01,1. 2/9 NPCA National Protection & Conservation Assoc 14,2024,February,2,"Comment for February:
1. 2/9 NPCA National Protection & Conservation Assoc 14",12,19,77,February: No Closures.
SARI,Salt River Bay NHP & Ecological Pres,2015-08-01,"No data provided by Caribbean Sea Adventures Kayak Tours,no e-mail or phone messages returned.",2015,August,8,"Comment for August:
No data provided by Caribbean Sea Adventures Kayak Tours,no e-mail or phone messages returned.",17,22,114,August: Caribbean Sea Adventures Kayak Tours closed for the month.
SARI,Salt River Bay NHP & Ecological Pres,2015-03-01,"Virgin Kayak Tours stated numbers for March 2015 were submitted previously to D.Goldstein but,not saved.",2015,March,3,"Comment for March:
Virgin Kayak Tours stated numbers for March 2015 were submitted previously to D.Goldstein but,not saved.",18,28,123,March: No Closures.
SARI,Salt River Bay NHP & Ecological Pres,2015-10-01,10/28 Naturalization Ceremony-150 persons note:no data submitted for Caribbean Sea Adventures Kayak.No communication response from e-mail attempts.,2015,October,10,"Comment for October:
10/28 Naturalization Ceremony-150 persons note:no data submitted for Caribbean Sea Adventures Kayak.No communication response from e-mail attempts.",20,31,168,October: Caribbean Sea Adventures Kayak was reported as closed due to lack of data submission and communication issues.
SARI,Salt River Bay NHP & Ecological Pres,2006-10-01,"With fewer visitors entering the park this time of year, park officials decided to close the facility temporarily. The facility will reopen in November through June.",2006,October,10,"Comment for October:
With fewer visitors entering the park this time of year, park officials decided to close the facility temporarily. The facility will reopen in November through June.",29,33,186,"October: The facility in the park is closed temporarily due to fewer visitors, but will reopen from November through June."
SARI,Salt River Bay NHP & Ecological Pres,2024-04-01,1. 4/17 Alfredo Andrews OOFK SARI - 43 students/ 3 teachers/ 1 parent chaperone.,2024,April,4,"Comment for April:
1. 4/17 Alfredo Andrews OOFK SARI - 43 students/ 3 teachers/ 1 parent chaperone.",17,34,99,April: No Closures.
SARI,Salt River Bay NHP & Ecological Pres,2006-09-01,"With fewer visitors entering the park this time of the year, park officials decided to close the facility temporarily. This should not impact visitors greatly as they can obtain information about the park at Christiansted NHS. The visitor center at Salt River will reopen for visitation from November through June.",2006,September,9,"Comment for September:
With fewer visitors entering the park this time of the year, park officials decided to close the facility temporarily. This should not impact visitors greatly as they can obtain information about the park at Christiansted NHS. The visitor center at Salt River will reopen for visitation from November through June.",53,60,337,"September: The facility at the park was temporarily closed due to fewer visitors, but alternative information can be obtained at Christiansted NHS. Salt River visitor center will reopen from November through June."
SARI,Salt River Bay NHP & Ecological Pres,2015-07-01,"no number of tours data provided by Bushtribe Kayak & Sea -thru Kayak Co.,,  15 visits-195 persons Humane Inclusive Camp from July 6-24th,2015.Salt River Bay Visitor station officially closed from July 1st-Nov 13th.",2015,July,7,"Comment for July:
no number of tours data provided by Bushtribe Kayak & Sea -thru Kayak Co.,,  15 visits-195 persons Humane Inclusive Camp from July 6-24th,2015.Salt River Bay Visitor station officially closed from July 1st-Nov 13th.",36,66,233,July: Salt River Bay Visitor station was officially closed from July 1st to November 13th.
SARI,Salt River Bay NHP & Ecological Pres,2006-08-01,"With the fewer visitors entering the park this time of the year, Salt River Bay National Historical Park & Ecological Preserve officials have announced the temporary closure Salt River Bay Visitor Center during the lesser used summer period effective July 10, 2006. The Visitor Center will reopen in the month of November through the month of June.  ",2006,August,8,"Comment for August:
With the fewer visitors entering the park this time of the year, Salt River Bay National Historical Park & Ecological Preserve officials have announced the temporary closure Salt River Bay Visitor Center during the lesser used summer period effective July 10, 2006. The Visitor Center will reopen in the month of November through the month of June.  ",60,70,370,"August: Salt River Bay Visitor Center is closed for the summer period, reopening in November."
SARI,Salt River Bay NHP & Ecological Pres,2024-03-01,School Group 1. 3/13 Claude O. Markoe 'Open Outdoors for Kids' - 56 students/6 teachers 2. 3/19 John Woodson 'JHS 'Bioblitz' - 34 students/4 teachers 3. 3/20 Lew Muckle 'Open Outdoors for Kids' - 40 students/3 teachers 4. 3/26 Juanita Gardine 'Open Outdoors for Kids' - 24 students/4 teachers/1 chapperone,2024,March,3,"Comment for March:
School Group 1. 3/13 Claude O. Markoe 'Open Outdoors for Kids' - 56 students/6 teachers 2. 3/19 John Woodson 'JHS 'Bioblitz' - 34 students/4 teachers 3. 3/20 Lew Muckle 'Open Outdoors for Kids' - 40 students/3 teachers 4. 3/26 Juanita Gardine 'Open Outdoors for Kids' - 24 students/4 teachers/1 chapperone",53,111,324,March: No Closures.
WACA,Walnut Canyon NM,2012-12-01,A fundamentals groups came through on 12/4 = 48 people. ,2012,December,12,"Comment for December:
A fundamentals groups came through on 12/4 = 48 people. ",13,20,78,December: No Closures.
WACA,Walnut Canyon NM,2012-11-01,"Thursday, November 29th - Knoles Family Science Night. We had about 80 students and parents come throught our classroom setup. ",2012,November,11,"Comment for November:
Thursday, November 29th - Knoles Family Science Night. We had about 80 students and parents come throught our classroom setup. ",23,34,149,November: No Closures.
WACA,Walnut Canyon NM,2016-05-01,Island Trail closed all month for trail work. This may affect stats in several ways.  Island Trail roves this month are actually only back patio contacts.,2016,May,5,"Comment for May:
Island Trail closed all month for trail work. This may affect stats in several ways.  Island Trail roves this month are actually only back patio contacts.",29,36,171,May: Island Trail closed all month for trail work.
WACA,Walnut Canyon NM,2012-03-01,"March 18th, WACA was closed due to heavey snowfall and also had a late opening at 11:45 am on March 19th.",2012,March,3,"Comment for March:
March 18th, WACA was closed due to heavey snowfall and also had a late opening at 11:45 am on March 19th.",24,38,124,"March: WACA was closed on March 18th due to heavy snowfall, with a late opening at 11:45 am on March 19th."
WACA,Walnut Canyon NM,2007-01-01,The monument was closed for one full day on Januray 20 due to bad weather.  The Island Trail was closed for eleven consecutive days due to ice and snow.,2007,January,1,"Comment for January:
The monument was closed for one full day on Januray 20 due to bad weather.  The Island Trail was closed for eleven consecutive days due to ice and snow.",32,39,173,January: The Island Trail was closed for eleven consecutive days due to ice and snow.
WACA,Walnut Canyon NM,2016-07-01,"Throughout the first 21 days of July, surveys were handed out intermittently. During that time we set up touch tables and used the opportunity to give programs on wildlife in Walnut Canyon.",2016,July,7,"Comment for July:
Throughout the first 21 days of July, surveys were handed out intermittently. During that time we set up touch tables and used the opportunity to give programs on wildlife in Walnut Canyon.",35,41,207,July: No Closures.
WACA,Walnut Canyon NM,2016-01-01,The traffic counter was broken so there was no available traffic count data. The counter was repaired on 2/5/16. Entered the Traffic Count number for Jan 2015 as our estimate.,2016,January,1,"Comment for January:
The traffic counter was broken so there was no available traffic count data. The counter was repaired on 2/5/16. Entered the Traffic Count number for Jan 2015 as our estimate.",33,44,196,January: No Closures.
WACA,Walnut Canyon NM,2016-03-01,Local 4th Grade school groups coming in addition to ones counted. Would like to have those numbers recorded by staff all in one place for the future.  Updated 4/7 with 4th Grade School Group stats,2016,March,3,"Comment for March:
Local 4th Grade school groups coming in addition to ones counted. Would like to have those numbers recorded by staff all in one place for the future.  Updated 4/7 with 4th Grade School Group stats",38,49,215,March: No Closures.
WACA,Walnut Canyon NM,2016-09-01,"We did not collect the traffic count data until the morning of October 3rd. Because the traffic counter was not reset at the end of the month, the first two days of October were registered under the month of September.",2016,September,9,"Comment for September:
We did not collect the traffic count data until the morning of October 3rd. Because the traffic counter was not reset at the end of the month, the first two days of October were registered under the month of September.",43,49,241,September: No Closures.
WACA,Walnut Canyon NM,2016-02-01,"Park closed on 2/1 due to snow, Island Trail closure for the next couple days. Waterline construction continued throughout the month with numerous contractors traveling into the park daily, this should have some effect on the car counter.",2016,February,2,"Comment for February:
Park closed on 2/1 due to snow, Island Trail closure for the next couple days. Waterline construction continued throughout the month with numerous contractors traveling into the park daily, this should have some effect on the car counter.",41,50,260,February: Island Trail closed for a couple of days due to unspecified reasons.
WACA,Walnut Canyon NM,2012-10-01,"October 20th we had Archeology Awareness Day which included a hike to the Ranger Cabin, Cultural Demonstrations, and virtual tours. October 13th we had an off-site distance learning video conference with Palo Alto National Battlefield. ",2012,October,10,"Comment for October:
October 20th we had Archeology Awareness Day which included a hike to the Ranger Cabin, Cultural Demonstrations, and virtual tours. October 13th we had an off-site distance learning video conference with Palo Alto National Battlefield. ",38,52,257,October: No Closures.
WACA,Walnut Canyon NM,2007-09-01,"Festival of Science open house on September 23, around 230 visitors for the OH, 514 visitors total. Public Lands Day, all fees waived, September 29, total visitors 469, out of this 50-75 for NPLD.  Science in our Parks outreach event September 22, 300 visitors contacted. ",2007,September,9,"Comment for September:
Festival of Science open house on September 23, around 230 visitors for the OH, 514 visitors total. Public Lands Day, all fees waived, September 29, total visitors 469, out of this 50-75 for NPLD.  Science in our Parks outreach event September 22, 300 visitors contacted. ",48,74,295,September: No Closures.
WACA,Walnut Canyon NM,2007-12-01,"		A minor rockslide on the Island Trail closed a portion of the loop on December 1, 2007.  A major rockslide the following week has closed all access to the trail indefinately, beginning December 7, 2007.  Consequently, no Island Trail roves were performed this month. Access to where the traffic counter is stored is unavailable due to damage to the building, so the count this month was estimated as an average from the previous three Decembers. 		",2007,December,12,"Comment for December:
		A minor rockslide on the Island Trail closed a portion of the loop on December 1, 2007.  A major rockslide the following week has closed all access to the trail indefinately, beginning December 7, 2007.  Consequently, no Island Trail roves were performed this month. Access to where the traffic counter is stored is unavailable due to damage to the building, so the count this month was estimated as an average from the previous three Decembers. 		",78,104,472,"December: The Island Trail has been closed indefinitely since December 7, 2007, due to a major rockslide, resulting in no roves being performed this month."
HAFE,Harpers Ferry NHP,2004-11-01,Closed November 25 - Thanksgiving,2004,November,11,"Comment for November:
Closed November 25 - Thanksgiving",8,10,55,November: No Closures.
HAFE,Harpers Ferry NHP,2011-12-01,December 25: Christmas Holiday - Park Closed,2011,December,12,"Comment for December:
December 25: Christmas Holiday - Park Closed",10,13,66,December: Park closed on December 25 for Christmas Holiday.
HAFE,Harpers Ferry NHP,2021-02-01,Shuttle buses are operating at 50% capacity.,2021,February,2,"Comment for February:
Shuttle buses are operating at 50% capacity.",10,15,66,February: No Closures.
HAFE,Harpers Ferry NHP,2021-09-01,Total number was divided by two to account for round trip.,2021,September,9,"Comment for September:
Total number was divided by two to account for round trip.",14,16,81,September: No Closures.
HAFE,Harpers Ferry NHP,2011-06-01,"June 21, 2011 - Fee Free Day.",2011,June,6,"Comment for June:
June 21, 2011 - Fee Free Day.",10,16,47,June: No Closures.
HAFE,Harpers Ferry NHP,2021-10-01,Total number of bus passengers was divided by 2 to account for round trips.,2021,October,10,"Comment for October:
Total number of bus passengers was divided by 2 to account for round trips.",17,20,96,October: No Closures.
HAFE,Harpers Ferry NHP,2021-12-01,Total number of bus passengers was divided by 2 to account for round trips.,2021,December,12,"Comment for December:
Total number of bus passengers was divided by 2 to account for round trips.",17,20,97,December: No Closures.
HAFE,Harpers Ferry NHP,2011-11-01,November 11-13: Fee Free weekend November 24: Thanksgiving - Park closed,2011,November,11,"Comment for November:
November 11-13: Fee Free weekend November 24: Thanksgiving - Park closed",14,21,94,November: Park closed on November 24 for Thanksgiving.
HAFE,Harpers Ferry NHP,2021-07-01,This number was divided by 2 to account for better number or riders for shuttle buses,2021,July,7,"Comment for July:
This number was divided by 2 to account for better number or riders for shuttle buses",19,21,103,July: No Closures.
HAFE,Harpers Ferry NHP,2011-04-01,"National Park's Week (No entrance Fees collected from 04/16/2011 - 04/024/2011,",2011,April,4,"Comment for April:
National Park's Week (No entrance Fees collected from 04/16/2011 - 04/024/2011,",14,30,98,April: No Closures.
HAFE,Harpers Ferry NHP,2011-01-01,"January 1, 2011: Park Closed for the holiday January 15 -17: Fee Free weekend - Martin Luther King, Jr holiday.",2011,January,1,"Comment for January:
January 1, 2011: Park Closed for the holiday January 15 -17: Fee Free weekend - Martin Luther King, Jr holiday.",23,34,132,January: No Closures.
HAFE,Harpers Ferry NHP,2011-09-01,September 3: Military Band Concert US Marines - after hours event with 350 attending. September 24: National Public Lands Day - Fee access to all parks. ,2011,September,9,"Comment for September:
September 3: Military Band Concert US Marines - after hours event with 350 attending. September 24: National Public Lands Day - Fee access to all parks. ",29,38,176,September: No Closures.
HAFE,Harpers Ferry NHP,2004-12-01,Park closed at 1030 on 01/22/05 due to snow. Park had a two hr. delay on 01/23/05 due to snow.,2004,December,12,"Comment for December:
Park closed at 1030 on 01/22/05 due to snow. Park had a two hr. delay on 01/23/05 due to snow.",23,39,116,December: No Closures.
CAVE,Carlsbad Caverns NP,2024-02-01,No Bat Flights Loop road not open,2024,February,2,"Comment for February:
No Bat Flights Loop road not open",10,12,55,February: Bat Flights Loop road closed.
CAVE,Carlsbad Caverns NP,2004-12-01,Closed 12/24 due to weather.  Closed 12/25 Christmas Day.,2004,December,12,"Comment for December:
Closed 12/24 due to weather.  Closed 12/25 Christmas Day.",12,22,79,December: Some closures on 12/24 due to weather and 12/25 for Christmas Day.
CAVE,Carlsbad Caverns NP,2024-03-01,No bat flight program Mar 1-31st No Wild Cave Tours No Backcountry camping Loop Road closed,2024,March,3,"Comment for March:
No bat flight program Mar 1-31st No Wild Cave Tours No Backcountry camping Loop Road closed",19,25,110,"March: Wild Cave Tours, Bat flight program, and Backcountry camping are closed. Loop Road is also closed."
CAVE,Carlsbad Caverns NP,2024-01-01,No bat flight program for January Fee Free Day on January 15 No Wild Cave Trips Loop Road Closed,2024,January,1,"Comment for January:
No bat flight program for January Fee Free Day on January 15 No Wild Cave Trips Loop Road Closed",22,25,117,January: Loop Road was closed.
CAVE,Carlsbad Caverns NP,2023-12-01,Dec 1-31 - No bat flight programs Loop Road Closed Wild Cave Trips Closed Dec 25 - Park Closed,2023,December,12,"Comment for December:
Dec 1-31 - No bat flight programs Loop Road Closed Wild Cave Trips Closed Dec 25 - Park Closed",22,28,116,"December: Loop Road and Wild Cave Trips were closed throughout the month, with the park closed on December 25th."
CAVE,Carlsbad Caverns NP,2023-11-01,No data for Loop Road No Wild Cave Tours Nov 14 Bat Flight Cancelled Nov 22 - Nov 30 - No Bats - Bat Flight Cancelled,2023,November,11,"Comment for November:
No data for Loop Road No Wild Cave Tours Nov 14 Bat Flight Cancelled Nov 22 - Nov 30 - No Bats - Bat Flight Cancelled",29,36,139,November: Loop Road was closed with no Wild Cave Tours. Bat Flight was cancelled from November 22 to November 30 due to no bats.
CAVE,Carlsbad Caverns NP,2023-03-01,Loop Road and backcountry closed due to flood damage. Slaughter Canyon Cave remains closed. Traffic counter on main road remains broken. Main cave remains limited to 2300 people per day. Wild cave trips remain suspended.,2023,March,3,"Comment for March:
Loop Road and backcountry closed due to flood damage. Slaughter Canyon Cave remains closed. Traffic counter on main road remains broken. Main cave remains limited to 2300 people per day. Wild cave trips remain suspended.",38,48,239,"March: Loop Road, backcountry, and Slaughter Canyon Cave are closed due to flood damage. Traffic counter on main road is broken. Main cave is limited to 2300 people per day, and wild cave trips are suspended."
CAVE,Carlsbad Caverns NP,2023-02-01,Loop Road and backcountry closed due to flood damage. Slaughter Canyon Cave remains closed. Traffic counter on main road remains broken. Main cave remains limited to 2300 people per day. Wild cave trips remain suspended.,2023,February,2,"Comment for February:
Loop Road and backcountry closed due to flood damage. Slaughter Canyon Cave remains closed. Traffic counter on main road remains broken. Main cave remains limited to 2300 people per day. Wild cave trips remain suspended.",38,48,242,"February: Loop Road, backcountry, Slaughter Canyon Cave, traffic counter, main cave, and wild cave trips are closed or have restrictions."
CAVE,Carlsbad Caverns NP,2023-04-01,Loop Road and backcountry closed due to flood damage. Slaughter Canyon Cave remains closed. Traffic counter on main road remains broken. Main cave remains limited to 2300 people per day. Wild cave trips remain suspended.,2023,April,4,"Comment for April:
Loop Road and backcountry closed due to flood damage. Slaughter Canyon Cave remains closed. Traffic counter on main road remains broken. Main cave remains limited to 2300 people per day. Wild cave trips remain suspended.",38,48,239,"April: Loop Road, backcountry, and Slaughter Canyon Cave are closed due to flood damage. Main cave is limited to 2300 people per day, and wild cave trips are suspended. Main road traffic counter is broken."
CAVE,Carlsbad Caverns NP,2023-05-01,Loop Road and backcountry closed due to flood damage. Slaughter Canyon Cave remains closed. Traffic counter on main road remains broken. Main cave remains limited to 2300 people per day. Wild cave trips remain suspended. Bat Flight Program began May 27th.,2023,May,5,"Comment for May:
Loop Road and backcountry closed due to flood damage. Slaughter Canyon Cave remains closed. Traffic counter on main road remains broken. Main cave remains limited to 2300 people per day. Wild cave trips remain suspended. Bat Flight Program began May 27th.",44,57,272,"May: Loop Road, backcountry, and Slaughter Canyon Cave are closed due to flood damage. Main cave is limited to 2300 people per day, wild cave trips are suspended, and the traffic counter on the main road is broken."
CAVE,Carlsbad Caverns NP,2023-06-01,Loop Road and backcountry closed due to flood damage. Slaughter Canyon Cave remains closed. Traffic counter on main road remains broken. Main cave remains limited to 2300 people per day. Wild cave trips remain suspended. Bat Flight cancelled on June 6th due to lightning.,2023,June,6,"Comment for June:
Loop Road and backcountry closed due to flood damage. Slaughter Canyon Cave remains closed. Traffic counter on main road remains broken. Main cave remains limited to 2300 people per day. Wild cave trips remain suspended. Bat Flight cancelled on June 6th due to lightning.",47,60,289,"June: Loop Road, backcountry, and Slaughter Canyon Cave are closed due to flood damage. Wild cave trips are suspended, and Bat Flight was cancelled on June 6th due to lightning."
CAVE,Carlsbad Caverns NP,2023-09-01,"Loop Road and backcountry closed due to flood damage. Slaughter Canyon Cave remains closed. Traffic counter on main road remains broken. Main cave remains limited to 2300 people per day. Wild cave trips remain suspended. Fee free day Sep 23rd. Bat flight cancelled on - Sep 29th, due to lightning.",2023,September,9,"Comment for September:
Loop Road and backcountry closed due to flood damage. Slaughter Canyon Cave remains closed. Traffic counter on main road remains broken. Main cave remains limited to 2300 people per day. Wild cave trips remain suspended. Fee free day Sep 23rd. Bat flight cancelled on - Sep 29th, due to lightning.",53,70,320,"September: Loop Road, backcountry, and Slaughter Canyon Cave are closed due to flood damage. Wild cave trips and bat flight were also suspended."
CAVE,Carlsbad Caverns NP,2023-07-01,Loop Road and backcountry closed due to flood damage. Slaughter Canyon Cave remains closed. Traffic counter on main road remains broken. Main cave remains limited to 2300 people per day. Wild cave trips remain suspended. Heavy lightning caused electrical problems and early closure of cave on July 15th. Bat Flight cancelled on July 31st due to lightning.,2023,July,7,"Comment for July:
Loop Road and backcountry closed due to flood damage. Slaughter Canyon Cave remains closed. Traffic counter on main road remains broken. Main cave remains limited to 2300 people per day. Wild cave trips remain suspended. Heavy lightning caused electrical problems and early closure of cave on July 15th. Bat Flight cancelled on July 31st due to lightning.",60,76,373,"July: Loop Road, backcountry, Slaughter Canyon Cave, and wild cave trips are closed. Main cave is limited to 2300 people per day. Bat Flight was cancelled on July 31st."
CAVE,Carlsbad Caverns NP,2023-08-01,"Loop Road and backcountry closed due to flood damage. Slaughter Canyon Cave remains closed. Traffic counter on main road remains broken. Main cave remains limited to 2300 people per day. Wild cave trips remain suspended. Fee free day Aug 4th. Bat flights cancelled on these dates - 1st, 7th, 13th, 21st, 23rd, due to lightning.",2023,August,8,"Comment for August:
Loop Road and backcountry closed due to flood damage. Slaughter Canyon Cave remains closed. Traffic counter on main road remains broken. Main cave remains limited to 2300 people per day. Wild cave trips remain suspended. Fee free day Aug 4th. Bat flights cancelled on these dates - 1st, 7th, 13th, 21st, 23rd, due to lightning.",58,87,347,August: Loop Road and backcountry closed due to flood damage. Slaughter Canyon Cave remains closed. Wild cave trips remain suspended.
CAVE,Carlsbad Caverns NP,2023-01-01,Park closed New Year's Day. Cavern was closed for electrical work from Jan. 22nd through the 29th but the park and visitor center were open. Park closed for ice storm on Jan. 31st. Loop Road and backcountry closed due to flood damage. Slaughter Canyon Cave remains closed. Traffic counter on main road remains broken. Main cave remains limited to 2300 people per day. Wild cave trips remain suspended.,2023,January,1,"Comment for January:
Park closed New Year's Day. Cavern was closed for electrical work from Jan. 22nd through the 29th but the park and visitor center were open. Park closed for ice storm on Jan. 31st. Loop Road and backcountry closed due to flood damage. Slaughter Canyon Cave remains closed. Traffic counter on main road remains broken. Main cave remains limited to 2300 people per day. Wild cave trips remain suspended.",71,94,422,January: Slaughter Canyon Cave and the Loop Road are closed due to flood damage.
FILA,First Ladies NHS,2006-05-01,THIS IS VISITATION NRS FOR JUNE...,2006,May,5,"Comment for May:
THIS IS VISITATION NRS FOR JUNE...",9,15,51,May: No Closures.
FILA,First Ladies NHS,2006-01-01,New Unit 1st month reporting public use. 		,2006,January,1,"Comment for January:
New Unit 1st month reporting public use. 		",10,15,64,January: No Closures.
FILA,First Ladies NHS,2023-12-01,VUStats staff entered 5 year average for December.,2023,December,12,"Comment for December:
VUStats staff entered 5 year average for December.",11,16,72,December: No Closures.
FILA,First Ladies NHS,2009-08-01,Included small special event on 9/3/2009.,2009,August,8,"Comment for August:
Included small special event on 9/3/2009.",9,17,61,August: No Closures.
FILA,First Ladies NHS,2006-06-01,"PREVIOUSLY ENTER, SHEET SHOWED MONTH OF MAY...1813, THATS JUNE...",2006,June,6,"Comment for June:
PREVIOUSLY ENTER, SHEET SHOWED MONTH OF MAY...1813, THATS JUNE...",12,25,83,June: No Closures.
FRSP,Fredericksburg & Spotsylvania NMP,2016-02-01,Salem Church and Ellwood Closed.,2016,February,2,"Comment for February:
Salem Church and Ellwood Closed.",8,12,54,February: Salem Church and Ellwood are closed.
FRSP,Fredericksburg & Spotsylvania NMP,2016-04-01,Ellwood numbers not in yet Salem Church closed,2016,April,4,"Comment for April:
Ellwood numbers not in yet Salem Church closed",11,13,65,April: Salem Church was reported as closed.
FRSP,Fredericksburg & Spotsylvania NMP,2019-01-01,Park was shut down virtually all month due to a lapse in appropriations,2019,January,1,"Comment for January:
Park was shut down virtually all month due to a lapse in appropriations",16,17,92,January: Park was shut down virtually all month due to a lapse in appropriations.
