ParkName,UnitCode,FieldName,FieldCode,Formula,IsInSTATS
Great Smoky Mountains NP,GRSM,F353,ADT Clingmans 417 Lane 1,NULL,0
Great Smoky Mountains NP,GRSM,F74A,Tent Sites Occupied Smokemont,NULL,0
Great Smoky Mountains NP,GRSM,F75A,RV Sites Occupied Smokemont,NULL,0
Great Smoky Mountains NP,GRSM,F204,Historic ADT Sugarlands 401 Lane 2,"IIF(RM EQ 1,1920,IIF(RM EQ 2,2030,IIF(RM EQ 3,3732,IIF(RM EQ 4,4544,IIF(RM EQ 5,4653,IIF(RM EQ 6,6000,IIF(RM EQ 7,6554,IIF(RM EQ 8,5318,IIF(RM EQ 9,5121,IIF(RM EQ 10,6802,IIF(RM EQ 11,4536,3301)))))))))))",1
Great Smoky Mountains NP,GRSM,F214,Historic ADT Oconaluftee 403 Lane 3,"IIF(RM EQ 1,222,IIF(RM EQ 2,271,IIF(RM EQ 3,452,IIF(RM EQ 4,683,IIF(RM EQ 5,673,IIF(RM EQ 6,861,IIF(RM EQ 7,1045,IIF(RM EQ 8,754,IIF(RM EQ 9,553,IIF(RM EQ 10,642,IIF(RM EQ 11,393,395)))))))))))",1
Great Smoky Mountains NP,GRSM,F90A,Estimated Traffic Gatlinburg Spur,"IIF(RM EQ 1,686000,IIF(RM EQ 2,701000,IIF(RM EQ 3,920000,IIF(RM EQ 4,870000,IIF(RM EQ 5,805000,IIF(RM EQ 6,999000,IIF(RM EQ 7,1016000,IIF(RM EQ 8,964000,IIF(RM EQ 9,994000,IIF(RM EQ 10,1239000,IIF(RM EQ 11,996000,642000)))))))))))",1
Great Smoky Mountains NP,GRSM,F224,Historic ADT Oconaluftee 403 Lane 4,"IIF(RM EQ 1,933,IIF(RM EQ 2,1053,IIF(RM EQ 3,1458,IIF(RM EQ 4,1898,IIF(RM EQ 5,1783,IIF(RM EQ 6,2519,IIF(RM EQ 7,2914,IIF(RM EQ 8,2420,IIF(RM EQ 9,2802,IIF(RM EQ 10,3686,IIF(RM EQ 11,2362,1584)))))))))))",1
Great Smoky Mountains NP,GRSM,F234,Historic ADT Townsend 404 Lane 2,"IIF(RM EQ 1,740,IIF(RM EQ 2,786,IIF(RM EQ 3,1428,IIF(RM EQ 4,1844,IIF(RM EQ 5,2338,IIF(RM EQ 6,2731,IIF(RM EQ 7,2895,IIF(RM EQ 8,2082,IIF(RM EQ 9,2203,IIF(RM EQ 10,2971,IIF(RM EQ 11,1848,1220)))))))))))",1
Great Smoky Mountains NP,GRSM,F344,Historic ADT Walland 406 Lane 1,"IIF(RM EQ 1,381,IIF(RM EQ 2,286,IIF(RM EQ 3,431,IIF(RM EQ 4,455,IIF(RM EQ 5,588,IIF(RM EQ 6,539,IIF(RM EQ 7,495,IIF(RM EQ 8,457,IIF(RM EQ 9,526,IIF(RM EQ 10,718,IIF(RM EQ 11,503,263)))))))))))",1
Great Smoky Mountains NP,GRSM,F334,Historic ADT Wears 407 Lane 1,"IIF(RM EQ 1,315,IIF(RM EQ 2,248,IIF(RM EQ 3,371,IIF(RM EQ 4,406,IIF(RM EQ 5,551,IIF(RM EQ 6,511,IIF(RM EQ 7,464,IIF(RM EQ 8,447,IIF(RM EQ 9,494,IIF(RM EQ 10,667,IIF(RM EQ 11,461,253)))))))))))",1
Great Smoky Mountains NP,GRSM,F244,Historic ADT Heintooga 415 Lane 1,"IIF(RM EQ 5,77,IIF(RM EQ 6,108,IIF(RM EQ 7,130,IIF(RM EQ 8,113,IIF(RM EQ 9,119,IIF(RM EQ 10,158,IIF(RM EQ 11,79,50)))))))",1
Great Smoky Mountains NP,GRSM,F294,Historic ADT FHP-E 416 Lane 1,"IIF(RM EQ 1,278,IIF(RM EQ 2,256,IIF(RM EQ 3,301,IIF(RM EQ 4,421,IIF(RM EQ 5,447,IIF(RM EQ 6,593,IIF(RM EQ 7,688,IIF(RM EQ 8,589,IIF(RM EQ 9,505,IIF(RM EQ 10,597,IIF(RM EQ 11,452,388)))))))))))",1
Great Smoky Mountains NP,GRSM,F304,Historic ADT FHP-E 416 Lane 2,"IIF(RM EQ 1,300,IIF(RM EQ 2,329,IIF(RM EQ 3,396,IIF(RM EQ 4,504,IIF(RM EQ 5, 524,IIF(RM EQ 6,692,IIF(RM EQ 7,817,IIF(RM EQ 8,703,IIF(RM EQ 9,648,IIF(RM EQ 10,744,IIF(RM EQ 11,556,509)))))))))))",1
Great Smoky Mountains NP,GRSM,F254,Historic ADT Cherokee 418 Lane 2,"IIF(RM EQ 1,223,IIF(RM EQ 2,230,IIF(RM EQ 3,526,IIF(RM EQ 4,716,IIF(RM EQ 5,832,IIF(RM EQ 6,1061,IIF(RM EQ 7,1133,IIF(RM EQ 8,921,IIF(RM EQ 9,805,IIF(RM EQ 10,1207,IIF(RM EQ 11,697,325)))))))))))",1
Great Smoky Mountains NP,GRSM,F274,Historic ADT Cades Cove 411 Lane 3,"IIF(RM EQ 1,956,IIF(RM EQ 2,1042,IIF(RM EQ 3,1638,IIF(RM EQ 4,2016,IIF(RM EQ 5,2316,IIF(RM EQ 6,2730,IIF(RM EQ 7,2911,IIF(RM EQ 8,2377,IIF(RM EQ 9,2348,IIF(RM EQ 10,3322,IIF(RM EQ 11,2210,1333)))))))))))",0
Great Smoky Mountains NP,GRSM,F284,Historic ADT Cades Cove 411 Lane 4,"IIF(RM EQ 1,84,IIF(RM EQ 2,85,IIF(RM EQ 3,146,IIF(RM EQ 4,179,IIF(RM EQ 5,232,IIF(RM EQ 6,314,IIF(RM EQ 7,348,IIF(RM EQ 8,273,IIF(RM EQ 9,268,IIF(RM EQ 10,325,IIF(RM EQ 11,190,143)))))))))))",0
Great Smoky Mountains NP,GRSM,F264,Historic ADT Tremont 410 Lane 1,"IIF(RM EQ 1,111,IIF(RM EQ 2,127,IIF(RM EQ 3,186,IIF(RM EQ 4,245,IIF(RM EQ 5,260,IIF(RM EQ 6,286,IIF(RM EQ 7,304,IIF(RM EQ 8,229,IIF(RM EQ 9,215,IIF(RM EQ 10,290,IIF(RM EQ 11,190,117)))))))))))",0
Great Smoky Mountains NP,GRSM,F354,Historic ADT Clingmans 417 Lane 1,"IIF(RM EQ 3,1569,IIF(RM EQ 4,815,IIF(RM EQ 5,877,IIF(RM EQ 6,1179,IIF(RM EQ 7,1367,IIF(RM EQ 8,1162,IIF(RM EQ 9,1011,IIF(RM EQ 10,1589,IIF(RM EQ 11,879,498)))))))))",0
Great Smoky Mountains NP,GRSM,F84A,Sugarlands 401 Traffic,"IIF(RY GTE 2021,F84C,F84B)",1
Great Smoky Mountains NP,GRSM,F84C,Sugarlands 401 Traffic 2021+,"IIF(F202 LT DM AND F202 GTE 14,F201+(DM-F202)*F203,IIF(F202 LT DM AND F202 LT 14,F201+(DM-F202)*F204,F201))",1
Great Smoky Mountains NP,GRSM,F86A,Oconaluftee 403 Traffic,"IIF(RY GTE 2021,F86C+F87C,F86B)",1
Great Smoky Mountains NP,GRSM,F86C,Oconaluftee 403 Lane 2 2021+,"IIF(F212 LT DM AND F212 GTE 14,F211+(DM-F212)*F213,IIF(F212 LT DM AND F212 LT 14,F211+(DM-F212)*F214,F211))",1
Great Smoky Mountains NP,GRSM,F87C,Oconaluftee 403 Lane 4 2021+,"IIF(F222 LT DM AND F222 GTE 14,F221+(DM-F222)*F223,IIF(F222 LT DM AND F222 LT 14,F221+(DM-F222)*F224,F221))",1
Big Cypress NPRES,BICY,F84,Trail count at Florida Trail,NULL,1
Big Cypress NPRES,BICY,F84A,Total Florida Trail Visitors,F84/2,1
Big Cypress NPRES,BICY,NREPSD,Non-reportable vehicles at Seagrape Drive,30,1
Big Cypress NPRES,BICY,NREPRVC,Non-reportable vehicles at Reed VC,"IIF(RM GTE 5 AND RM LTE 9, 240, 150)",1
Big Cypress NPRES,BICY,NREPB,Non-reportable vehicles at Birdon,60,1
Big Cypress NPRES,BICY,NREPKS,Non-reportable vehicles at Kirby Storter,30,1
Big Cypress NPRES,BICY,NREPBL,Non-reportable vehicles at Burns Lake," IIF(RM GTE 6 AND RM LTE 9,0, 90)",1
Big Cypress NPRES,BICY,NREPMON,Non-reportable vehicles at Monument Lake,50,1
Big Cypress NPRES,BICY,NREPHPW,Non-reportable vehicles at HP Williams Picnic Area,30,1
Big Cypress NPRES,BICY,NREPTRR,Non-reportable vehicles at Turner River Road,60,1
Big Cypress NPRES,BICY,NREPWR,Non-reportable vehicles at Wagonwheel Road,30,1
Big Cypress NPRES,BICY,NREPBI,Non-reportable vehicles at Bear Island,30,1
Big Cypress NPRES,BICY,F85,Traffic count at Seagrape Drive,NULL,1
Big Cypress NPRES,BICY,F86,Traffic count at Reed Visitor Center,NULL,1
Big Cypress NPRES,BICY,F87,Traffic count at Burns Lake Road,NULL,1
Big Cypress NPRES,BICY,F88,Traffic count at Monument Lake,NULL,1
Big Cypress NPRES,BICY,F89,Backcountry Overnights at Pink Jeep,NULL,1
Big Cypress NPRES,BICY,F90,Backcountry Overnights at Gator Head,NULL,1
Big Cypress NPRES,BICY,F4Q,Tents at Bear Island,NULL,1
Big Cypress NPRES,BICY,F4R,RVs at Bear Island,NULL,1
Big Cypress NPRES,BICY,F93,Visitors at Roadside Parks,F62+F70+F64+F87A+F88A+F83A+F60,1
Big Cypress NPRES,BICY,F94,Roadside Park Hours,F93*LOSPK,1
Big Cypress NPRES,BICY,F25A,Visitors at Turner River Road,"IIF(F25 LT 2*NREPTRR, F25-(F25/2), F25-NREPTRR)*PPV",1
Big Cypress NPRES,BICY,F28A,Visitors at Wagonwheel Road,"IIF(F27 LT 2*NREPWR, F27-(F27/2), F27-NREPWR)*PPV",1
Big Cypress NPRES,BICY,F5G,Tent Overnight Stays at Monument Campground,F4G*PPSITE,0
Big Cypress NPRES,BICY,F5E,Tent Overnight Stays at Burns Lake Campground,F4E*PPSITE,0
Big Cypress NPRES,BICY,F5I,Tent Overnight Stays at Midway Campground,F4I*PPSITE,0
Everglades NP,EVER,F27B,Gulf Coast Visits 2019+,"IIF(F9A LT 2*NREPGC,(F9A-(F9A/2))*PPVGC,(F9A-NREPGC)*PPVGC)",1
Monocacy NB,MONO,NREPT1,Non-Reportable Vehicles Thomas pre 2019,136,0
Monocacy NB,MONO,NREPT2,Non-Reportable Vehicles 2019+,"IIF(RM GTE 5 AND RM LTE 9,120,0)",0
Great Smoky Mountains NP,GRSM,F231,Monthly Total Daily Townsend 404 Lane 2,NULL,1
Great Smoky Mountains NP,GRSM,F232,Days in Service Townsend 404 Lane 2,NULL,1
Great Smoky Mountains NP,GRSM,F233,ADT Townsend 404 Lane 2,NULL,1
Great Smoky Mountains NP,GRSM,F88A,Townsend 404 Traffic,"IIF(RY GTE 2021,F88C,F88B)",1
Great Smoky Mountains NP,GRSM,F88C,Townsend 404 Traffic 2021+,"IIF(F232 LT DM AND F232 GTE 14,F231+(DM-F232)*F233,IIF(F232 LT DM AND F232 LT 14,F231+(DM-F232)*F234,F231))",1
Great Smoky Mountains NP,GRSM,F79C,Heintooga Ridge 415 Traffic 2021+,"IIF(F242 LT DM AND F242 GTE 14,F241+(DM-F242)*F243,IIF(F242 LT DM AND F242 LT 14,F241+(DM-F242)*F244,F241))",1
Great Smoky Mountains NP,GRSM,F295,Foothills Parkway East 416 Lane 1 Traffic 2021+,"IIF(F292 LT DM AND F292 GTE 14,F291+(DM-F292)*F293,IIF(F292 LT DM AND F292 LT 14,F291+(DM-F292)*F294,F291))",1
Great Smoky Mountains NP,GRSM,F305,Foothills Parkway East 416 Lane 2 Traffic 2021+,"IIF(F302 LT DM AND F302 GTE 14,F301+(DM-F302)*F303,IIF(F302 LT DM AND F302 LT 14,F301+(DM-F302)*F304,F301))",1
Great Smoky Mountains NP,GRSM,F59E,Cherokee Orchard 418 Traffic 2021+,"IIF(F252 LT DM AND F252 GTE 14,F251+(DM-F252)*F253,IIF(F252 LT DM AND F252 LT 14,F251+(DM-F252)*F254,F251))",1
Great Smoky Mountains NP,GRSM,F335,Wears Valley 407 Lane 1 Traffic 2021+,"IIF(F332 LT DM AND F332 GTE 14,F331+(DM-F332)*F333,IIF(F332 LT DM AND F332 LT 14,F331+(DM-F332)*F334,F331))",1
Great Smoky Mountains NP,GRSM,F345,Walland 406 Lane 1 Traffic 2021+,"IIF(F342 LT DM AND F342 GTE 14,F341+(DM-F342)*F343,IIF(F342 LT DM AND F342 LT 14,F341+(DM-F342)*F344,F341))",1
Great Smoky Mountains NP,GRSM,F26C,Abrams Creek Visits,"IIF(RY GTE 2024,F26D*PPVOT,F26A*PPV)",1
Great Smoky Mountains NP,GRSM,F79B,Heintooga Ridge Visits,"IIF(RY GTE 2024,F79D*PPVOT,F79C*PPV)",1
Great Smoky Mountains NP,GRSM,F44C,Big Creek Visits,"IIF(RY GTE 2024,F44D*PPVOT,F44A*PPV)",1
Great Smoky Mountains NP,GRSM,F49B,Cataloochee Visits,"IIF(RY GTE 2024,F49C*PPVOT,F49*PPV)",1
Great Smoky Mountains NP,GRSM,F36B,Cosby Visits,"IIF(RY GTE 2024,F36C*PPVOT,F36*PPV)",1
Great Smoky Mountains NP,GRSM,F306,FHP-E Visits,"IIF(RY GTE 2024,F306A*PPVOT,(F295+F305)*PPV)",1
Great Smoky Mountains NP,GRSM,F62B,Deep Creek Visits,"IIF(RY GTE 2024,F62C*PPVOT,F62*PPV)",1
Great Smoky Mountains NP,GRSM,F63B,Lakeview Visits,"IIF(RY GTE 2024,F63C*PPVOT,F63*PPV)",1
Great Smoky Mountains NP,GRSM,F60C,Greenbrier Visits,"IIF(RY GTE 2024,F60D*PPVOT,F60A*PPV)",1
Great Smoky Mountains NP,GRSM,F59F,Cherokee Orchard Visits,"IIF(RY GTE 2024,F59G*PPVOT,F59E*PPV)",1
Great Smoky Mountains NP,GRSM,F42D,Twentymile Visits,"IIF(RY GTE 2024,F42E*PPVOT,F42A*PPV)",1
Great Smoky Mountains NP,GRSM,F31E,Look Rock Visits,"IIF(RY GTE 2024,F31F*PPVOT,F31D*PPV)",1
Big Cypress NPRES,BICY,F85A,Visitors at Seagrape Drive,"IIF(F85 LT 2*NREPSD, F85-(F85/2), F85-NREPSD)*PPV",1
Big Cypress NPRES,BICY,F87A,Visitors at Burns Lake,"IIF(F87 LT 2*NREPBL, F87-(F87/2), F87-NREPBL)*PPV",1
Big Cypress NPRES,BICY,F86A,Visitors at Reed VC,"IIF(F86 LT 2*NREPRVC, F86-(F86/2), F86-NREPRVC)*PPV",1
Big Cypress NPRES,BICY,F92,Visitor Center Visitors,F86A+F65,1
Big Cypress NPRES,BICY,F5Q,Tent Overnight Stays at Bear Island,F4Q*PPSITE,0
Big Cypress NPRES,BICY,F4A,Backcountry overnight visitor count Florida Trail,NULL,1
Big Cypress NPRES,BICY,LOSOVCB,Length of Stay at Oasis VC Boardwalk,0.25,1
Big Cypress NPRES,BICY,F33A,Overnight Hunters,F32*PCTHUNT2,1
Big Cypress NPRES,BICY,BCH,Backcountry Overnight Hours,BC*LOSON,1
Big Cypress NPRES,BICY,F33B,Day-use Hunters,F32*PCTHUNT1,1
Big Cypress NPRES,BICY,TTH,Tent Overnight Hours,TT*LOSON,1
Big Cypress NPRES,BICY,TRVSH,RV Overnight Hours,TRVS*LOSON,1
Big Cypress NPRES,BICY,LOSRVCB,Length of stay at Reed VC Boardwalk,0.16,1
Big Cypress NPRES,BICY,LOSKSB,Length of stay at Kirby Storter Boardwalk,0.5,1
Big Cypress NPRES,BICY,NREPOVCB,Non-reportable visits at Oasis VC Boardwalk,60,1
Big Cypress NPRES,BICY,NREPRVCB,Non-reportable visits at Reed VC Boardwalk,120,1
Big Cypress NPRES,BICY,NREPKSB,Non-reportable visits at Kirby Storter Boardwalk,60,1
Big Cypress NPRES,BICY,F80A,Visitors at Oasis VC Boardwalk,"IIF(F80 LT 2*NREPOVCB, F80/2/2, F80/2-NREPOVCB)",1
Big Cypress NPRES,BICY,F81A,Visitors at Reed VC Boardwalk,"IIF(F81 LT 2*NREPRVCB, F81/2/2, F81/2-NREPRVCB)",1
Big Cypress NPRES,BICY,F82A,Visitors at Kirby Storter Boardwalk,"IIF(F82 LT 2*NREPKSB, F82/2/2, F82/2-NREPKSB)",1
Big Cypress NPRES,BICY,F80B,Visitor Hours at Oasis VC Boardwalk,F80A*LOSOVCB,1
Big Cypress NPRES,BICY,F81B,Visitor Hours at Reed VC Boardwalk,F81A*LOSRVCB,1
Big Cypress NPRES,BICY,F82B,Visitor Hours at Kirby Storter Boardwalk,F82A*LOSKSB,1
Big Cypress NPRES,BICY,F95,Visitors to Boardwalks,F80A+F81A+F82A,0
Big Cypress NPRES,BICY,F96,Visitor Hours at Boardwalks,F80B+F81B+F82B,1
Acadia NP,ACAD,F100B,Tent Overnight Stays Schoodic Woods CG,NULL,1
Acadia NP,ACAD,F10B,RV Overnight Stays Blackwoods CG,NULL,1
Acadia NP,ACAD,F12B,RV Overnight Stays Seawall CG,NULL,1
Acadia NP,ACAD,F101B,RV Overnight Stays Schoodic Woods CG,NULL,1
Acadia NP,ACAD,F130,Days in Month,"IIF(RM EQ 2,28,IIF(RM EQ 4 OR RM EQ 6 OR RM EQ 9 OR RM EQ 11,30,31))",1
Acadia NP,ACAD,F205,Traffic Count for Sand Beach 4702 (2021+),"IIF(F202 LT F130 AND F202 GT 13,F201+(F130-F202)*F203,IIF(F202 LT F130 AND F202 LTE 13,F201+(F130-F202)*F204,F201))",1
Reconstruction Era NHP,REER,F2A,Darrah Hall Additional Rec Visits,F2*DUPLDH,1
Reconstruction Era NHP,REER,REC,Recreation Visits,F1+F2A+F6,1
Reconstruction Era NHP,REER,TRV,Recreation Visits,REC,1
Reconstruction Era NHP,REER,TRVSC,Recreation Visits South Carolina,TRV,1
Reconstruction Era NHP,REER,LOSVC,Length of Stay Visitor Center,0.25,1
Reconstruction Era NHP,REER,LOSDH,Length of Stay Darrah Hall,0.33,1
Reconstruction Era NHP,REER,LOSTR,Length of Stay NPS Tours,1,1
Reconstruction Era NHP,REER,F1H,Visitor Center Hours,F1*LOSVC,1
Reconstruction Era NHP,REER,F2H,Darrah Hall Hours,F2*LOSDH,1
Reconstruction Era NHP,REER,F3H,Tour Hours,F3A*LOSTR,1
Reconstruction Era NHP,REER,RECH,Recreation Visitor Hours,F1H+F2H+F3H+F5H+F6H,1
Reconstruction Era NHP,REER,TRVH,Recreation Visitor Hours,RECH,1
Reconstruction Era NHP,REER,TRVHSC,Recreation Visitor Hours South Carolina,TRVH,1
Reconstruction Era NHP,REER,NREC,Non-Recreation Visits,F4,1
Reconstruction Era NHP,REER,LOSDHNR,Length of Stay Darrah Hall Non-Rec,1.25,1
Reconstruction Era NHP,REER,NRECH,Non-Recreation Visitor Hours,NREC*LOSDHNR,1
Reconstruction Era NHP,REER,TNRVH,Non-Recreation Visitor Hours,NRECH,1
Reconstruction Era NHP,REER,TNRVHSC,Non-Recreation Visitor Hours South Carolina,TNRVH,1
Reconstruction Era NHP,REER,TNRV,Non-Recreation Visits,NREC,1
Reconstruction Era NHP,REER,TNRVSC,Non-Recreation Visits South Carolina,TNRV,1
Blue Ridge PKWY,BLRI,PPV,Persons per Vehicle,"IIF(RM GTE 6 AND RM LTE 9,2.8,2.5)",1
Blue Ridge PKWY,BLRI,PPBUS,Persons per Bus,44,1
Blue Ridge PKWY,BLRI,NREP,Non-Reportable Vehicles,2000,1
Blue Ridge PKWY,BLRI,NRVEHVA,Non-Recreation Vehicles VA,40464,1
Blue Ridge PKWY,BLRI,NRVEHNC,Non-Recreation Vehicles NC,121391,1
Blue Ridge PKWY,BLRI,LOSON,Length of Stay Overnight,24,1
Blue Ridge PKWY,BLRI,LOSNR,Length of Stay Non-Rec,0.5,1
Blue Ridge PKWY,BLRI,PPVNR,Persons per Vehicle Non-Rec,2,1
Blue Ridge PKWY,BLRI,DUPLNR,Duplicate Reporting Adjustment Non-Rec,0.5,1
Fort Laramie NHS,FOLA,F20,School Buses,NULL,1
Fort Laramie NHS,FOLA,F20A,School Bus Passengers,NULL,1
Fort Laramie NHS,FOLA,F3H,Visitor Center Hours Open,NULL,0
Fort Laramie NHS,FOLA,F50,Video Programs,NULL,0
Fort Laramie NHS,FOLA,F50A,Video Program Attendance,NULL,0
Fort Laramie NHS,FOLA,F51,Accessibility Tours,NULL,0
Fort Laramie NHS,FOLA,F51A,Accessibility Tour Attendance,NULL,0
Fort Laramie NHS,FOLA,F52A,Junior Ranger Participants,NULL,0
Fort Laramie NHS,FOLA,F53,Formal Interpretation Programs,NULL,0
Fort Laramie NHS,FOLA,F53A,Formal Interpretation Program Attendance,NULL,0
Fort Laramie NHS,FOLA,F53H,Formal Interpretation Hours,NULL,0
Fort Laramie NHS,FOLA,F54A,Informal Interpretation Attendance,NULL,0
Fort Laramie NHS,FOLA,F54H,Informal Interpretation Hours,NULL,0
Fort Laramie NHS,FOLA,F55,Demonstration / Performing Arts Programs,NULL,0
Fort Laramie NHS,FOLA,F55A,Demonstration / Performing Arts Program Attendance,NULL,0
Fort Laramie NHS,FOLA,F55H,Demonstration / Performing Arts Hours,NULL,0
Fort Laramie NHS,FOLA,F56,Education Programs,NULL,0
Fort Laramie NHS,FOLA,F56A,Education Program Attendance,NULL,0
Fort Laramie NHS,FOLA,F56H,Education Program Hours,NULL,0
Fort Laramie NHS,FOLA,F57,Community Programs,NULL,0
Fort Laramie NHS,FOLA,F57A,Community Program Attendance,NULL,0
Fort Laramie NHS,FOLA,F58A,Special Event Attendance,NULL,0
Fort Laramie NHS,FOLA,F10,Overflow Parking for Special Events (Vehicles),NULL,0
Fort Laramie NHS,FOLA,F21,Total Buses,F2+F20,1
Fort Laramie NHS,FOLA,F21A,Total Bus Passengers,"IIF(RY GTE 2022,F2A+F20A,F2*PPBUS)",1
Katahdin Woods and Waters NM,KAWW,F11A,Sandbank RV Overnight Stays,NULL,1
Fort Laramie NHS,FOLA,F2A,Tour Bus Passengers,NULL,1
Fort Laramie NHS,FOLA,F8,Trail Count Old Iron Bridge,NULL,0
Fort Laramie NHS,FOLA,F9,Trail Count Confluence Trailhead,NULL,1
Katahdin Woods and Waters NM,KAWW,F12A,Lunksoos RV Overnight Stays,NULL,1
Katahdin Woods and Waters NM,KAWW,F13A,Upper East Branch RV Overnight Stays,NULL,1
Katahdin Woods and Waters NM,KAWW,TRVS,NPS CG RV Overnight Stays,F11A+F12A+F13A,1
Katahdin Woods and Waters NM,KAWW,TRVSME,NPS CG RV Overnight Stays Maine,TRVS,1
Maggie L. Walker NHS,MAWA,F2,Special Event Visitors,NULL,1
Joshua Tree NP,JOTR,F31,I AND O CONTACTS AT CULTURAL CENTER,NULL,0
Lake Chelan NRA,LACH,F10R,Backcountry Overnight Stays from rec.gov,NULL,1
Lake Chelan NRA,LACH,F10O,Other Backcountry Overnight Stays,NULL,1
Lake Chelan NRA,LACH,F30R,"Tent Overnight Stays at Lakeview (rec.gov, etc)",NULL,1
Lake Chelan NRA,LACH,F30B,Backpacker Group Site Tents,NULL,1
Lake Chelan NRA,LACH,F31R,"Tent Overnight Stays at Purple Point (rec.gov, etc)",NULL,1
Lake Chelan NRA,LACH,F32R,"Tent Overnight Stays at Harlequin (rec.gov, etc)",NULL,1
Cape Lookout NS,CALO,HIC,Harkers Island VC door count correction factor,0.48,0
Cape Lookout NS,CALO,F512A,Harkers Island Visitor Center Visits (Door Counter),F156A*HIC,0
Guilford Courthouse NMP,GUCO,F30A,Greenway 1 visits,F30/2,1
Guilford Courthouse NMP,GUCO,F31A,Greenway 2 visits,F31/2,1
Guilford Courthouse NMP,GUCO,F32A,Tour Stop 4 visits,F32/2,1
Guilford Courthouse NMP,GUCO,F33A,Visitor Center trail visits,F33/2,1
Guilford Courthouse NMP,GUCO,F34A,Park Avenue Condos visits,F34/2,1
Guilford Courthouse NMP,GUCO,F35A,Hoskins Farm Visits,F35/2,1
Guilford Courthouse NMP,GUCO,F37,All trail visitors,F30A+F31A+F32A+F33A+F34A+F35A,1
Yellowstone NP,YELL,F58B,Overnight stays at Bay Bridge Campground,"IIF(RY GTE 2022, F58A, (F57+F58)*PPSITEC)",0
Yellowstone NP,YELL,F66B,Overnight stays at Canyon Campground,"IIF(RY GTE 2022, F66A, (F61+F66)*PPSITEC)",0
Yellowstone NP,YELL,F70B,Overnight stays at Grant Village Campground,"IIF(RY GTE 2022, F70A, (F69+F70)*PPSITEC)",0
Yellowstone NP,YELL,F84B,Overnight stays at Madison Campground,"IIF(RY GTE 2022, F84A, (F83+F84)*PPSITEC)",0
Ross Lake NRA,ROLA,F34R,Backcountry Overnight Stays from rec.gov,NULL,1
Ross Lake NRA,ROLA,F34O,Backcountry Overnights Other Sources,NULL,1
Ross Lake NRA,ROLA,F18R,"Goodell Creek Campground Tent Overnights (rec.gov, etc)",NULL,1
Yellowstone NP,YELL,F84A,Madison Campground overnight stays,NULL,1
Yellowstone NP,YELL,F999,Additional rec visits during abnormal operations,NULL,0
Ross Lake NRA,ROLA,F19R,"Goodell Creek Campground RV Overnights (rec.gov, etc)",NULL,1
Ross Lake NRA,ROLA,F24R,"Newhalem Creek Campground Tent Overnights (rec.gov, etc)",NULL,1
Ross Lake NRA,ROLA,F25R,"Nehalem Creek Campground RV Overnights (rec.gov, etc)",NULL,1
Ross Lake NRA,ROLA,F26R,"Gorge Lake Campground Tent Overnights (rec.gov, etc)",NULL,1
Ross Lake NRA,ROLA,F27R,"Gorge Lake Campground RV Overnights (rec.gov, etc)",NULL,1
Ross Lake NRA,ROLA,F26AR,"North Colonial Creek Campground Tent Overnights (rec.gov, etc)",NULL,1
Ross Lake NRA,ROLA,F27AR,"North Colonial Creek Campground RV Overnights (rec.gov, etc)",NULL,1
Ross Lake NRA,ROLA,F28AR,"South Colonial Creek Campground Tent Overnights (rec.gov, etc)",NULL,1
Ross Lake NRA,ROLA,F29AR,"South Colonial Creek Campground RV Overnights (rec.gov, etc)",NULL,1
Ross Lake NRA,ROLA,F20R,"Upper Goodell Group Tent Overnights (rec.gov, etc)",NULL,1
Ross Lake NRA,ROLA,F21R,"Upper Goodell Group RV Overnights (rec.gov, etc)",NULL,1
Ross Lake NRA,ROLA,F22R,"Lower Goodell Group Tent Overnights (rec.gov, etc)",NULL,1
Ross Lake NRA,ROLA,F23R,"Lower Goodell Group RV Overnights (rec.gov, etc)",NULL,1
Ross Lake NRA,ROLA,F28A,South Colonial Creek Campground Tent Sites Occupied,NULL,1
Ross Lake NRA,ROLA,F29A,South Colonial Creek Campground RV Sites Occupied,NULL,1
Ross Lake NRA,ROLA,x,not used,NULL,0
Governors Island NM,GOIS,F4,Manual Count of Visits at Castle Williams,NULL,1
Governors Island NM,GOIS,F5,Manual Count of Visits at Fort Jay,NULL,1
Governors Island NM,GOIS,F6,Estimate of Otherwise Missed Visits,NULL,1
Governors Island NM,GOIS,DUPL,Duplicate Reporting Adjustment,0.3,1
Governors Island NM,GOIS,F5A,Additional Rec Visits from Fort Jay,F5*DUPL,1
Governors Island NM,GOIS,LOS,Length of Stay,2,1
Governors Island NM,GOIS,F6A,Otherwise Missed Rec Visits,F6,1
Hawaii Volcanoes NP,HAVO,F5H,Est Turn Around Vehicles 3701 Lanes 1 & 2,"IIF(RM EQ 1, 160, IIF(RM EQ 2, 230, IIF(RM EQ 3, 240, IIF(RM EQ 4, 220, IIF(RM EQ 5, 190, IIF(RM EQ 6, 170, IIF(RM EQ 7, 170, IIF(RM EQ 8, 120, IIF(RM EQ 9, 130, IIF(RM EQ 10, 240, IIF(RM EQ 11, 250, 210)))))))))))",1
Big Bend NP,BIBE,F101,Monthly Total Traffic 5601 (Persimmon Gap) Lane 2,NULL,1
Big Bend NP,BIBE,F102,Days in Service 5601 (Persimmon Gap) Lane 2,NULL,1
Big Bend NP,BIBE,F103,ADT 5601 (Persimmon Gap),NULL,1
